[inf] initializing hardware..
[dbg] Devices created
[inf] done
[dbg] connecting to the server 192.168.7.2:11006..
[dbg] connected
[inf] ,0.101109,-0.00778703,1.00783,0,
[inf] ,0.102829,-0.00780251,1.00783,0,
[inf] ,0.103767,-0.00781071,1.00783,0,
[inf] ,0.105561,-0.00782591,1.00783,0,
[inf] ,0.106333,-0.00783226,1.00783,0,
[inf] ,0.108322,-0.00784808,1.00783,0,
[inf] ,0.108996,-0.00785326,1.00783,0,
[inf] ,0.110126,-0.00786175,1.00783,0,
[inf] ,0.112162,-0.00787642,1.00763,-0.0117925,
[inf] ,0.113112,-0.00788299,1.00763,-0.0219716,
[inf] ,0.114912,-0.00789494,1.00763,-0.0217239,
[inf] ,0.115846,-0.00790089,1.00744,-0.0395941,
[inf] ,0.117519,-0.00791111,1.00744,-0.0387698,
[inf] ,0.118311,-0.00791576,1.00725,-0.05408,
[inf] ,0.120561,-0.00792828,1.00725,-0.051713,
[inf] ,0.121375,-0.00793257,1.00706,-0.0654292,
[inf] ,0.12316,-0.0079415,1.00706,-0.059613,
[inf] ,0.123933,-0.00794518,1.00687,-0.0684003,
[inf] ,0.125648,-0.0079529,1.00667,-0.0745464,
[inf] ,0.126456,-0.00795634,1.00648,-0.0928416,
[inf] ,0.128395,-0.00796406,1.00629,-0.0988684,
[inf] ,0.129243,-0.0079672,1.0061,-0.114446,
[inf] ,0.130953,-0.00797309,1.0061,-0.105963,
[inf] ,0.131839,-0.00797592,1.00591,-0.106904,
[inf] ,0.133901,-0.00798189,1.00572,-0.107674,
[inf] ,0.134824,-0.00798429,1.00533,-0.139294,
[inf] ,0.136573,-0.00798836,1.00533,-0.129332,
[inf] ,0.137314,-0.00798991,1.00495,-0.146351,
[inf] ,0.139229,-0.00799339,1.00476,-0.146253,
[inf] ,0.139988,-0.00799456,1.00457,-0.151512,
[inf] ,0.14192,-0.00799704,1.00437,-0.148206,
[inf] ,0.142765,-0.00799789,1.00399,-0.170709,
[inf] ,0.144711,-0.0079993,1.0038,-0.168035,
[inf] ,0.145293,-0.00799957,1.00342,-0.189023,
[inf] ,0.147172,-0.008,1.00322,-0.18568,
[inf] ,0.14813,-0.00799994,1.00284,-0.204475,
[inf] ,0.150058,-0.00799927,1.00265,-0.197257,
[inf] ,0.150854,-0.00799878,1.00226,-0.211,
[inf] ,0.152787,-0.00799706,1.00207,-0.202043,
[inf] ,0.153542,-0.00799618,1.00169,-0.212709,
[inf] ,0.155302,-0.0079937,1.00131,-0.2166,
[inf] ,0.156267,-0.00799207,1.00092,-0.240071,
[inf] ,0.158245,-0.00798816,1.00073,-0.229297,
[inf] ,0.159072,-0.00798629,1.00016,-0.256078,
[inf] ,0.161034,-0.00798131,0.999964,-0.245408,
[inf] ,0.161951,-0.00797872,0.999388,-0.270492,
[inf] ,0.163677,-0.00797339,0.999197,-0.257022,
[inf] ,0.164632,-0.00797019,0.998621,-0.27781,
[inf] ,0.166289,-0.0079642,0.99843,-0.264421,
[inf] ,0.167245,-0.0079605,0.997855,-0.284781,
[inf] ,0.169282,-0.007952,0.997471,-0.282206,
[inf] ,0.170073,-0.00794847,0.997088,-0.288481,
[inf] ,0.171936,-0.00793968,0.996704,-0.283439,
[inf] ,0.172878,-0.00793498,0.996129,-0.308368,
[inf] ,0.17448,-0.00792657,0.995745,-0.305282,
[inf] ,0.175297,-0.00792209,0.99517,-0.33193,
[inf] ,0.177253,-0.00791081,0.994978,-0.313696,
[inf] ,0.178128,-0.00790553,0.994403,-0.323918,
[inf] ,0.180075,-0.00789322,0.99402,-0.315425,
[inf] ,0.181008,-0.00788706,0.993253,-0.352484,
[inf] ,0.182717,-0.00787532,0.993061,-0.33519,
[inf] ,0.18341,-0.0078704,0.992294,-0.364888,
[inf] ,0.185383,-0.00785587,0.992102,-0.343844,
[inf] ,0.186247,-0.00784926,0.991335,-0.368245,
[inf] ,0.188097,-0.00783463,0.990952,-0.358985,
[inf] ,0.188912,-0.00782797,0.990376,-0.37362,
[inf] ,0.190708,-0.00781284,0.989993,-0.361173,
[inf] ,0.191405,-0.0078068,0.989609,-0.355307,
[inf] ,0.192816,-0.00779427,0.988842,-0.38894,
[inf] ,0.194378,-0.00777996,0.988459,-0.378679,
[inf] ,0.195298,-0.0077713,0.987884,-0.390067,
[inf] ,0.197249,-0.00775241,0.9875,-0.37491,
[inf] ,0.197876,-0.00774618,0.986733,-0.40181,
[inf] ,0.199992,-0.00772459,0.98635,-0.388298,
[inf] ,0.200953,-0.00771451,0.985583,-0.41302,
[inf] ,0.202651,-0.00769624,0.985199,-0.399288,
[inf] ,0.203267,-0.00768948,0.984432,-0.426034,
[inf] ,0.205378,-0.00766576,0.984049,-0.409625,
[inf] ,0.206153,-0.00765683,0.983282,-0.43186,
[inf] ,0.207965,-0.00763552,0.982898,-0.415652,
[inf] ,0.208934,-0.00762386,0.982131,-0.437555,
[inf] ,0.21066,-0.00760266,0.981748,-0.420434,
[inf] ,0.21129,-0.00759478,0.980981,-0.441359,
[inf] ,0.213377,-0.00756813,0.980597,-0.422283,
[inf] ,0.214196,-0.00755745,0.97983,-0.440426,
[inf] ,0.216134,-0.00753167,0.979255,-0.433444,
[inf] ,0.2171,-0.00751856,0.978488,-0.458097,
[inf] ,0.218782,-0.0074953,0.978104,-0.438148,
[inf] ,0.219575,-0.00748416,0.977146,-0.475718,
[inf] ,0.221597,-0.0074552,0.976762,-0.452882,
[inf] ,0.222285,-0.00744518,0.975995,-0.464519,
[inf] ,0.224376,-0.00741416,0.975612,-0.441402,
[inf] ,0.225152,-0.00740245,0.974653,-0.473357,
[inf] ,0.227122,-0.00737221,0.97427,-0.453084,
[inf] ,0.227901,-0.00736005,0.973311,-0.486768,
[inf] ,0.229887,-0.00732856,0.972927,-0.463733,
[inf] ,0.230666,-0.007316,0.971969,-0.492879,
[inf] ,0.232388,-0.00728787,0.971585,-0.472274,
[inf] ,0.233261,-0.00727339,0.970818,-0.483809,
[inf] ,0.235102,-0.00724242,0.970243,-0.473458,
[inf] ,0.236014,-0.00722685,0.969668,-0.474721,
[inf] ,0.237136,-0.00720749,0.968901,-0.501335,
[inf] ,0.238954,-0.00717563,0.968325,-0.489329,
[inf] ,0.239844,-0.00715982,0.967367,-0.525938,
[inf] ,0.24145,-0.00713094,0.966983,-0.501194,
[inf] ,0.242291,-0.00711562,0.966024,-0.525859,
[inf] ,0.244247,-0.00707953,0.965641,-0.500627,
[inf] ,0.245102,-0.00706353,0.964682,-0.52609,
[inf] ,0.247094,-0.00702578,0.964107,-0.508138,
[inf] ,0.247897,-0.00701036,0.963148,-0.537295,
[inf] ,0.249869,-0.00697202,0.962765,-0.507692,
[inf] ,0.250757,-0.00695453,0.961806,-0.52662,
[inf] ,0.252376,-0.00692229,0.961231,-0.51193,
[inf] ,0.253249,-0.00690472,0.960272,-0.545607,
[inf] ,0.255118,-0.00686666,0.959888,-0.520192,
[inf] ,0.255946,-0.00684961,0.95893,-0.543092,
[inf] ,0.257801,-0.00681098,0.958354,-0.525318,
[inf] ,0.258447,-0.00679739,0.957396,-0.554144,
[inf] ,0.260385,-0.0067562,0.957012,-0.526809,
[inf] ,0.261261,-0.00673737,0.956054,-0.546376,
[inf] ,0.26324,-0.00669435,0.955478,-0.528372,
[inf] ,0.264007,-0.00667751,0.95452,-0.555736,
[inf] ,0.265863,-0.00663634,0.953944,-0.537788,
[inf] ,0.266822,-0.00661484,0.952986,-0.567158,
[inf] ,0.268381,-0.00657956,0.95241,-0.548171,
[inf] ,0.269196,-0.00656097,0.951452,-0.57593,
[inf] ,0.271299,-0.00651247,0.950876,-0.556381,
[inf] ,0.272085,-0.00649416,0.949918,-0.579093,
[inf] ,0.274087,-0.00644707,0.949342,-0.555022,
[inf] ,0.275017,-0.00642498,0.948192,-0.594642,
[inf] ,0.276824,-0.00638165,0.947808,-0.559938,
[inf] ,0.277758,-0.00635905,0.94685,-0.568964,
[inf] ,0.279317,-0.00632102,0.946274,-0.548109,
[inf] ,0.280284,-0.00629724,0.945124,-0.595146,
[inf] ,0.28235,-0.00624593,0.944549,-0.571158,
[inf] ,0.283007,-0.00622948,0.94359,-0.588433,
[inf] ,0.285019,-0.00617867,0.943015,-0.56538,
[inf] ,0.285929,-0.00615548,0.942056,-0.585095,
[inf] ,0.287491,-0.00611539,0.941481,-0.562853,
[inf] ,0.288433,-0.00609103,0.94033,-0.602008,
[inf] ,0.290382,-0.0060402,0.939755,-0.582278,
[inf] ,0.291109,-0.00602109,0.938796,-0.604313,
[inf] ,0.293215,-0.00596529,0.938221,-0.578455,
[inf] ,0.294006,-0.00594416,0.937262,-0.592309,
[inf] ,0.295938,-0.00589216,0.936495,-0.580193,
[inf] ,0.296885,-0.00586648,0.935537,-0.603453,
[inf] ,0.298394,-0.00582527,0.934961,-0.58148,
[inf] ,0.299256,-0.00580158,0.934003,-0.601024,
[inf] ,0.301383,-0.00574268,0.933236,-0.587202,
[inf] ,0.302256,-0.00571831,0.932277,-0.611108,
[inf] ,0.304166,-0.00566462,0.931702,-0.58464,
[inf] ,0.305099,-0.00563821,0.930743,-0.599178,
[inf] ,0.306847,-0.00558839,0.930168,-0.576542,
[inf] ,0.307733,-0.00556297,0.929017,-0.617397,
[inf] ,0.309435,-0.00551385,0.928442,-0.591917,
[inf] ,0.310278,-0.00548937,0.927483,-0.607165,
[inf] ,0.312337,-0.00542916,0.926716,-0.593509,
[inf] ,0.313136,-0.00540565,0.925757,-0.616018,
[inf] ,0.315101,-0.00534745,0.925182,-0.589786,
[inf] ,0.315998,-0.00532071,0.924223,-0.602075,
[inf] ,0.31787,-0.00526456,0.923456,-0.587064,
[inf] ,0.318778,-0.00523715,0.922306,-0.629265,
[inf] ,0.32064,-0.00518063,0.921731,-0.604247,
[inf] ,0.321297,-0.00516057,0.921155,-0.583368,
[inf] ,0.322579,-0.00512128,0.92058,-0.568226,
[inf] ,0.323825,-0.00508289,0.919813,-0.570685,
[inf] ,0.325026,-0.00504571,0.919238,-0.565208,
[inf] ,0.325797,-0.00502174,0.918471,-0.572854,
[inf] ,0.327172,-0.0049788,0.917896,-0.573539,
[inf] ,0.328134,-0.00494863,0.917321,-0.573908,
[inf] ,0.329373,-0.00490959,0.916554,-0.580073,
[inf] ,0.330289,-0.00488061,0.915787,-0.589573,
[inf] ,0.331423,-0.00484459,0.915211,-0.587981,
[inf] ,0.332518,-0.00480966,0.914636,-0.580732,
[inf] ,0.333647,-0.0047735,0.913869,-0.585369,
[inf] ,0.335084,-0.00472725,0.913294,-0.582656,
[inf] ,0.335899,-0.00470091,0.912719,-0.581623,
[inf] ,0.336985,-0.00466569,0.911952,-0.592353,
[inf] ,0.338306,-0.00462267,0.911376,-0.587402,
[inf] ,0.339292,-0.00459042,0.910609,-0.588709,
[inf] ,0.340484,-0.00455129,0.910034,-0.579962,
[inf] ,0.341711,-0.00451084,0.909459,-0.570302,
[inf] ,0.342821,-0.00447411,0.908692,-0.574395,
[inf] ,0.344079,-0.0044323,0.907925,-0.587041,
[inf] ,0.345325,-0.00439073,0.90735,-0.580254,
[inf] ,0.346283,-0.00435864,0.906583,-0.582397,
[inf] ,0.347288,-0.00432488,0.906199,-0.567122,
[inf] ,0.348264,-0.00429198,0.905432,-0.571916,
[inf] ,0.349671,-0.00424438,0.904857,-0.566372,
[inf] ,0.350845,-0.0042045,0.904282,-0.558618,
[inf] ,0.352096,-0.00416185,0.903706,-0.551726,
[inf] ,0.352951,-0.00413261,0.902939,-0.56399,
[inf] ,0.354143,-0.00409171,0.902364,-0.562647,
[inf] ,0.355185,-0.00405584,0.901789,-0.558515,
[inf] ,0.356281,-0.00401799,0.901214,-0.553895,
[inf] ,0.35699,-0.00399344,0.900638,-0.553965,
[inf] ,0.358391,-0.00394478,0.899871,-0.561096,
[inf] ,0.35959,-0.00390299,0.899296,-0.561489,
[inf] ,0.36089,-0.00385751,0.898721,-0.556168,
[inf] ,0.362103,-0.00381494,0.898146,-0.547063,
[inf] ,0.363154,-0.00377793,0.897379,-0.550461,
[inf] ,0.364281,-0.00373813,0.896995,-0.538128,
[inf] ,0.365155,-0.00370719,0.89642,-0.533553,
[inf] ,0.366388,-0.00366342,0.895845,-0.527042,
[inf] ,0.367385,-0.00362792,0.895078,-0.536524,
[inf] ,0.368807,-0.00357713,0.894503,-0.539049,
[inf] ,0.369996,-0.00353453,0.893927,-0.534894,
[inf] ,0.371122,-0.00349407,0.893352,-0.529298,
[inf] ,0.372202,-0.00345515,0.892777,-0.525424,
[inf] ,0.373061,-0.00342413,0.892202,-0.528186,
[inf] ,0.374303,-0.00337917,0.891626,-0.525242,
[inf] ,0.375288,-0.00334341,0.891051,-0.52233,
[inf] ,0.376604,-0.00329552,0.890476,-0.518792,
[inf] ,0.377893,-0.00324847,0.889901,-0.515923,
[inf] ,0.379097,-0.0032044,0.889325,-0.511718,
[inf] ,0.380242,-0.00316238,0.888942,-0.495822,
[inf] ,0.381058,-0.00313237,0.888367,-0.491512,
[inf] ,0.382378,-0.00308372,0.887791,-0.488491,
